text,label
@user you couldn’t catch me letting some saggy whitey bitch talkin like this to me 😫 bitch eat dirt,1
.@USER  joined the show to talk about how she is leading the fight against breast cancer at @user @user Listen to the full interview:,0
@user You are becoming the court jester of the senate,1
@user tell that to him. He is very perfectionist. I don’t think we will change that ever 😅,0
@user @user @user @user Also there to help banks boost their balance sheets post crash. I'd imagine atleast 15% (Maybe more) of current house prices are part of the bank bailout package.,0
@user He’s a DA. Someone educate him he’s in the South now,0
@user Notice how everyone avoids this tweet ☝️☝️  They might think you are referring to them. 😂😂  But not me comrade. I stalk everyone. 🤟🤟,0
@user I don't know if this cat even realizes what he is doing.,0
@user And you are a football fan too !,0
@user Well he’s closer to Lincoln than you are.,0
@user Every one of them is more rank than she is. And she's pretty rank. So I guess they all outrank her...,0
@user And why report this garbage.  We don't give a crap.,1
@user @user @user Says one of the thickest cultists on Twitter. Irony at its finest.,0
@user She is disgusting,1
@user Eric holder is Obama's straw man of corruption,1
@user And yes your presidency was one of the absolute worst. Go back to that....no way.,0
@user @user @user You should take this picture down you destroyed one of my all time favorite Comedian/Actors @user,0
@user @user @user @user @user @user I saw her in Denver last week. She is still traumatized. Cohen owes her so much because of 'My Life on the D List'.,0
@user America is better than swamp crud like YOU!,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you for adding me Razor!  Patriots- if you aren’t following my Primary account @user - will you take a minute & Follow me? Thanks & MAGA🇺🇸,0
@user The lies i keep hearing everyday sigh *INHALES* IM TIRED OF YOU PUTTING YOURSELF DOWN AND IF PPL DONT SEE HOW BEAUTIFUL MY BESTFRIEND IS THEN ITS THEIR PROBLEM You are beautiful ive seen iT so its my place to tell you you are beautiful and i accept nothing less. If not more 😤,1
@user He is very perceptive Sweetie!,0
"@user Dear Paul McFartney-  You had us at Beatles.  You lost us at President Mad Captain.  Burn in hell-  Jon.""""",1
@user you are also the king of taste,0
"@user And everyone knows that Kerry doesn't have a clue!  Heard that from numerous anonymous"""" sources who also say he is not sane.  That's what the sources say.""""",0
@user @user I think she is a hypocrite and loyal to the evil GOP. Vote her out.,1
@user @user Bill Clinton enjoyed raping them while Ted Kennedy enjoyed killing them. But you are cool with that.,1
@user #Conservatives #Republicans are #TRAITORS to #America,1
@user This liberal is pissed that anyone would give that disgusting pos an award for equality. And....f.u. for including all liberals in this bullshit decision by the HRC.,1
@user Eirc Holder: a friken idiot,1
@user @user You are very beautifull,0
@user Crazy freaking liberals,1
@user @user She's been active on Instagram lately. And she is dropping an album sometime this year.,0
@user @user Then we'll be talking about gun control! 😉,0
@user @user Ikkk he is a fucking prince 6al3 mn al stories bta3in Disney kida ahhooo😹😭😹😭😹💜💜💜,1
@user @user says social housing is good and in the same breath talks of climbing the ladder.   Hypocrisy incarnate from a failed lying politician lining her party's pockets with tax money for real estate builders @user building their failure of lies,1
@user @user He is delirious!,1
@user I can see how frustrating that is. Conservatives will always get more praise for humane policies because it isn't neccessarily expected of them.,0
@user sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump,1
@user @user Do not donate. She is picking and choosing who she donates to. Being reported.,0
@user @user @user Are you wanting gun control for LEO’s?,0
@user @user @user Do it with quran and then we will see how much atheist and brave she is... hindus figured it out that this type of attention grabbing big boss wanna be people are not worth it...  Go live in your 2 minutes Prime Time covered life ... Lord krishna and his followers don't care,1
@user But she is hecking cute fluffer,0
#Labour #Councillor shouting Nazi Scum ..  At victims of #GroomingGangs and this is going to get worse under #JeremyCorbyn's socialist #Britain   #Muslims #Islam #Leftists #MAGA #MEGA #MCGA #MEGA #Patriots #Conservatives,0
@user @user @user How about your outrage over this?  Do something so you can be credible instead of being perceived as demagogues partisans #MAGA,1
@user @user @user @user Huh! The pot grows as council grows...in this case it is a reduction...and that amount $25m is going right back to the city for police gun control...already announced!,0
@user @user @user @user Whoa!  Angie!!! Back off that logic!  You're going to confuse the liberals.,0
"1) Ultimately, the defense of Kavanaugh by Republicans, conservatives, their media and public is a manifestation of America's rape culture -- the latter being neither 'colorblind' or 'race neutral.'""""""""",0
@user @user Wrong. @user was a enthusiastic architect of devastating austerity along with the Tory's. The @user did not have to abandon every principle they supposedly had to the @user they could have let Cameron run a minority Government (as dId SNP) but CHOSE not to,0
@user @user @user @user  @user  Please get out to vote Republican right down the ticket or Pelosi gets back into control,0
@user @user you are running scared!🤡,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12.,0
"@user @user @user @user @user @user @user @user @user So the AR-15 is a fully semi-automatic assault rifle,"""" gun control works, and Donald Trump is racist?""""",1
@user Just listening to Juan Williams on the FIVE drives me crazy.  He is such an ignorant man.  Where does this man get his facts?  Thank GOD for Jesse Waters and you ladies!,1
"@user @user @user @user What you're doing is so irresponsible & I believe that ur smart enough to understand how evil you are. If the FBI or JD had some plot to thwart DT, all they had to do was leak"""" to the press that he was being investigated. They DID NO SUCH THING. U know you're wrong, that's evil!""""",1
@user Ok guys I think her claims are b.s. too but if you start threatening her you're no better than Antifa,0
@user By the looks of her face you can tell where they're pulling the numbers from,0
@user Fair & square. Remember that when you’re thinking why! The laws are why. The people spoke and they will again,0
@user I think the FBI should do the original interview.  They scare people more than feckless congress that will have to handle her with kids gloves or be demonized in media and left. Put her under oath and attempt to get the truth. She will be protected by liberals in congress,0
@user GOD DAMN IT... YOU ARE SO RIGHT. THERE'S NO GOING WRONG WITH THIS STUFF.,0
The “Law and Order” president really hates law enforcement! Lol #MAGA,1
@user if you ever want a record setting bad election for the liberals in quebec you need to go back to this,0
"@user @user @user @user @user ...how you want to be defined""""? PUL-EASE! When you live under a 24/7/365 MSMedia SHIT-SMEAR to the point you have Marxine Waters sending her ANTIFA minions out to threaten you in public places - you learn not to give a F*CK what the """"Pavlovian Left"""" thinks. Night, night 🌙!""""",1
-Being on food stamps  -Liking boys/girls or liking both -Not knowing who you are -Your body size  -Not knowing something  -scared to ask for help -Not dating someone  -What you wear,0
@user @user @user @user We are not a democratic republic. We have never been a Democratic anything. We have never had Democratic ideology. Nor is this a “new” talking point. We are constantly correcting Democrats/liberals on this.,0
@user @user @user @user @user @user @user @user @user @user @user Soon both the libs & the conservatives will havevut so everytime we have a change of government we'll be paying out cancelled contracts,0
@user You are sexy as fuck babygirl🔥🔥🔥,1
@user FF8 sucks MAJOR wang.,1
@user @user She picks some random conservative issues from US and try to force fit in Indian narrative. Next might be gun control 😭,0
@user @user @user She should have gotten August off to let work on stuff at the P.C. It would have help her a lot.,0
@user Another nail in the coffin of the NFL,1
@user @user @user @user You are not dumb.,0
@user Holy moly!! If the catholic people haven't been awakened by this ..... #FalseProphet  #Lunatic,0
@user Bullshit. People died because of an incompetent government in Puerto Rico. And you can start with that mayor. Stop lying Gutierrez.,1
@user Antifa isn’t after her.,0
@user @user He is such a showman! And those pipes😍 the man can SING,0
@user @user @user Now we just need antifa outside when they confirm kavanaugh,0
@user Fascist always control the media.,1
@user More I think about this one--it feels like a story trap. People go nuts and complain--talk about gun control which Cruz could then use to fire up his base claiming that they want to take away 2A rights all because of a couple of shells.,0
@user Fuck you dope.  Not a Fox watcher.  Independent voter that will never vote left.  Your Party is dangerous.,1
@user was literally just talking about this lol all mass shootings like that have been set ups. it’s propaganda used to divide us on major issues like gun control and terrorism,1
@user @user @user @user as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.,1
@user @user @user @user @user @user He is a crook,1
A BUNCH OF VULTURES!  TIM ISNT EVEN GONE YET -WTF?  HAVE YOU NO SHAME?  ALL YOU SEE ARE $$ I HOPE HE LEFT EVERY PENNY TO AN ANIMAL RESCUE!  'Carol Burnett' star Tim Conway recovers from brain surgery as family battle over comic's fate rages on #FoxNews,1
@user A liberal anarchist coup d'etat gang runs rampant & a GOP AG does nothing. Liberals prove to be the biggest hate group in USA. The leftstream media cheers them on while excoriating duly elected President of the United States 24/7. ANTIFA openly advocates killing cops. Silence,0
@user Antifa is the modern day KKK. Funded by the Demarat party..,0
"@user @user Right. shoot the messenger."""" Don't go after the homosexual rot in the clergy, Bergoglio, go after the man - Archbishop Vigano - who EXPOSED the homosexual rot in the clergy. Satan must be having a REALLY good laugh over that one.""""",1
@user @user Why don't liberals understand that an allegation of drunk teenagers who don't have sex is not a federal crime? Golly Moses- What is wrong with those people?,0
@user Doubt he is requesting any player to be moved. IMO It's likely if he feels the team is close to be a contender or if he is satisfied to being a mentor to a borderline team,0
@user @user Can't stand to listen to that puke. I change the channel when he speaks. He believes his own LIES!!....They're all NUTS!! #LeftWingLiberalDisease #WalkAway #VoteRedToSaveAmerica  🇺🇸🇺🇸#MAGA 🇺🇸🇺🇸,1
@user 1. Six year-old tweet from an account I don't control referencing my previous time slot 2. Refers to Bloomberg's call for gun control. Not mine. Michael Bloomberg.,0
. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.…,0
@user I love your momma. She is me,0
@user Sad day for all liberals 💃💃💃💃💃💃💃💃💃💃😂😂😂😂😂,0
3. @user You’re my lil baby and I’m so proud of you for working as hard as you do. Thank you for still being there for me like you are. You’re the sweetest 💕💕 don’t ever change,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I’m an Antifa Angel who has come to set the Dregs and Deplorables Free. Free from caring what losers think about you.,0
@user And god forbid you are already talking to someone or dating they get real mad 😂🤷🏼‍♀️ we like those people over you for a reason sorry bout it 😂,0
@user @user Keep up the great work Cory! You are today’s hero. Not the Op-Ed author who should have invoked the 25th.,0
@user @user Ha ha ha sneaky buggers. I have put out a warning to have sound off. That will show them.,1
@user @user @user Look Ellen.... I am not a socialist commie... you are the one for government Universal Health Care bigger government gun control and free colleges. I am American I'm for capitalism,1
@user @user @user No you wouldn't sis I know damn well you would probably call it cute people propose in concerts all the time yet when its a gay couple its wrong you're at a fucking concert you don't have to pay attention,1
@user She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.,1
@user @user She is dickmatized,1
@user Fat ass.... heart attack city..... keep eating fat ass....,1
"@user @user Much of your promise of money is not extra/new as govt took back £817 MILLION promised for new affordable"""" homes! Stop Right to Buy - we have a @user created #HousingCrisis now, too little, too late!",0
@user As it gets closer to November the left is in full on panic mode their talking points will forever be 25th Amendment. Ok idiots let’s see you try it.,1
@user Nigga then how can you say bo2 is the best Cod 🤨,1
@user @user You are right I'm black so thanks,0
- Will liberals agree that any is destructive?,0
@user @user @user @user @user She can do a Google search of protests by antifa but she already knows that. It's called being blind. I would never support a conservative protest where they beat people up and destroyed property,0
@user @user @user @user @user @user @user @user @user @user Pretty much. As I’ve stated I believe is gun control just not this aspect of it. The guns aren’t the problem the people who shouldn’t have guns are. Where do we draw the line. How do we prevent “bad or crazy” people from shooting up a crowd. Surely we don’t have the answer,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user And yet antifa dresses like isis....,0
@user Dude. What the fuck is WRONG WITH YOU?  I sent you a direct tweet to show you how you re-tweet your OWN shit. Then I let it go. Now you want to double down?  Just go back to Whoviille,1
@user @user @user He is entitled to tell his side of story.Then judge.,0
@user “Antifa is bad” how hard is it to say that?,0
@user @user She is your sister????,0
@user @user He can admit that 3000 Americans died on his watch. You should remind him he is President of all of us.,0
@user @user Corbyn and Abbott won’t get in so the conservatives will win again 👍,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user More people scared of what the Liberals will think and say about them. This is rampant around conservatives.  The only ones who ever stopped giving them that power were the Trump movement and they absolutely won everything including the internets.,0
@user Cough*Nicky Haley*,0
@user Holder needs to be prosecuted,0
@user @user @user 👏WELL👏SAID👏👏👏👏👏👏She gets more negative feedback than anyone ever!! Because she is always defending her BAD BEHAVIOR! Way to show her little girl how to act!👏👏👏👏👏👏,1
@user Brett Kavanaugh was supposed to be a selling point for GOP candidates in the midterm elections. But now he could become a liability...CBS enough of all your BS lies. Go away with your other liberals CNN. MSM. WE ARE NOT LISTENING TO YOUR IGNORANT BS Stories!!! 😡😡😡😡,1
@user Buh Buh snowFlake,0
..and he is yet to get a call-up for senior team..,0
@user @user @user @user I’m just saying he’s not playing like how he should be for the amount he’s getting paid I’m sorry to let you down.,0
@user @user @user @user @user @user @user @user antifa blocking the road in Salzburg #SalzburgSummit18,0
@user Ouch. She is horrible.,1
@user That's what Lindsey Graham uses for a butt hole............,1
"#USA (I feel your pain, even while I profit causing it!) #liberals , U gotta luv 'em! Redistributing wealth not on their menu- serve up identity politics slop. So you destroyed #Libya -ya'll never catch Bill now -he's got million dead #Iraqi kids (sanctions '90's) under his belt",1
@user @user @user @user Hes comin for ur woolly bitches,1
@user That describes how I feel about the Liberals at any level,0
@user @user @user @user @user @user Conservatives are only interested in owning women like property and exploding the deficit so long as the rich are taken care of. Keep the faith tho.,0
@user B.S. How much fake data has big pharma fed you. You are penalizing adults who vaping has helped. You have a far bigger problem with teen alcohol sales and flavored wine coolers. Try reading a legit study.,0
@user @user @user @user @user @user If you put any claim that that ambulance chaser is in anyway anything by a shyster you are a fool bigger than he is,1
@user Hope they continue to crash @user,1
@user    You warned everyone about Josh Gordon the last 4 months on a daily basis.  I'm sure you are as shocked as I am of what transpired today.,0
@user @user Christine Ford is an admitted friend to Bernie Saunders and she is Known to Hobnob with other demo politicians! Most shocking word is Kavanaughs mom a Judge ruled against Fords parents in a forclosure case in mid 90s🤔,0
Did Someone just say maga 2k19,0
@user @user you should probably start reading your Bible hun.,0
@user @user @user @user @user Agreed and what I’m saying too.,0
@user You said it. They're trying to prove that cheepika is goddess and everyone else has nothing to offer. It tells everything about how insecure they are as fans. Now their target is alia because they know how good she is. Alia being so good is threat to their so called goddess.,1
@user Sir. The Governor House Lahore will be used as a museum and a art gallery. You are the minister for Information and Culture. Please take some measures to protect the place from filth and damage caused by our ignorant public.,0
@user As soon as Kavanaugh is seated you can say goodbye to federal gun control. Never in your life will you see it again.,0
@user @user achichincle lamebotas!,1
"...The book makes Trump look good & makes the so-called Deep State"""" - 'particularly Mueller - look like a pack of partisan hacks.'  Woodward Book Proves 1 Thing, Liberals Fear Trump Isn&#8217;t Breaking, the Deep State Is",0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user You are not very smart are you? Why do you think Gen Flynn’s sentencing keeps being rescheduled?,1
Spoke with a woman in Croatia today.   She said 80% of Croatia loves @user !!   #maga,0
@user All liberals should cross the floor and leave Trudeau all alone to implode! Guy is leading  our country into financial disaster!,0
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user really And then"""" WHERE in the WORLD does Antifa fit into wacked out Birdlandia? And boy oh boy Birdsize also apparently believes the notion that there are people who actually """"deny climate""""  I kid you not! I think Rod Serling's coming to escort Birdbrain back to 'the zone'""""",0
@user he is not the only one I bet $$ some these people are organizers of Antifa!!,0
"@user Never Trumper uses brain for first time, wakes up to the fight #MAGA community has been waging for two years.""""""""",0
@user Carrey is a pig🤬,1
@user @user @user It’s funny. That comment is 💯 Illogical. WalkAway is so easy. #maga is Great! #MEGA is already happenin Make Earth Great Again,0
Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter #MAGA  #WWG1WGA,0
@user @user Good lord.,0
@user @user he is always the victim..same song and dance..,0
@user @user @user Tuna and beef brisket? I thought all you liberals were vegans.,0
@user OMG why do we care about these Hollywood Liberals??,0
@user doing pretty good hope you are well my friend tough season for both teams but it happens,0
@user Liberals are full of s#$t when they say they have alot of love to give!  They have become the devils minions.  No one will prayerfully vote for their socialist agenda!,1
@user Free speech is alive but not so well since all social media platforms are run with a strict dictatorship of opinions by libtards.,1
@user I can't wait for Kavanaugh to throw gun control in the garbage can where it belongs.,1
@user No and they’re expensive ass hell,1
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user that's like me & flying i have never been in any airplane unless Donnie takes me his plane & holds my hand the whole time or i sit right next to him knowing me i would have sit on his lap & hold on to him i'm afraid to fly,0
@user @user My favourite part of this is watching all the conservatives lose their minds as usual. Once again the Democrats are being mean to us boo-hoo. LOL.,1
@user @user   Pls take a look at signing gordon he is the deep threat with goodwin hurt we need and only 27. @user  come play with Grop,1
@user Never would I trust any @user and especially @user they sold out to the @user and stuck Two fingers up to the People of the UK!!  #VoteLabour #GE2018NOW #WeAreCorbyn #UnitedWeStand,0
@user Be careful.. you know the terrorist arm of the @user antifa is going to show up an try something..,0
@user Whenever ya'll reference the wire all I'm going to think is exit stage left,0
@user @user Antifa = Democrats = Dixiecrats = KKK,0
@user @user @user what the fuck,1
"@user @user @user @user @user My experience is the gun control activists don't really want a conversation, they want capitulation. The way around that would be to open with proposals to expand gun rights in exchange for whatever is they're looking for. There can't really be a conversation"""" without that""""",0
#Liberals grasp at unproven straws ... #NotPlastic,1
@user @user May be the cameramen is a Trump supporter. @user Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN,0
@user I fucking loved that cat I am so sad,0
@user @user @user @user @user Liberals Don't Appreciate Your Sarcasm. They Thought You Were On Their Side.,0
@user It's fine..... he's gods Prophet 🙄imagine that nowadays... yes officer i did fuck that elementary student BUT its fine bc god said i could....,0
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Stop with your nonsense. You are a block. You are STUPID!,1
@user I should rephrase that... something went down and she is trying to cover it up with some LAME@USER story about “oh I thought I was in my own house” BULLSH1T! What a obviously blatant lie.,0
@user everyone's ragging your ass on Puerto rico Don. The mayor put a stop to the work being done out there a while back.,1
@user Shameful.  #NRA is spending over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea.,1
"@user @user Way over the head..."""" you #Liberals are all the same.. """"@USER supporters are stupid"""" """"If you think for yourself, you are a racist"""" """"Aboilish ICE so we can have open borders and more crime."""" Get out of you bubble for a minute and look at how great the country is doing. #MAGA""""",1
@user Character and Clinton. Cartoon maybe,1
AntiFa fascists and Socialists are one and the same......time to respond !,1
@user @user Antifa will sign anything if they’re paid enough.,0
@user Interesting; my interpretation of the piece was that he was speaking tongue-in-cheek in relating his psychiatric condition to the gun qualifications to highlight the ironic and counter-intuitive nature of gun control laws. I thought it was a well balanced insider piece.,0
@user @user DOXX her.  See if she is as Lilly white as she puts on.,0
Sean Penn: #MeToo Movement Seeks to ‘Divide Men and Women’ <— Gotta say… I stand w/ Jeff Spicoli on this one.  #MAGA #WWG1WGA #ConfirmKavanaugh,1
"@user @user I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money""""""""",0
@user @user Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,0
@user Will antifa fill the streets when kavanaugh is confirmed,0
@user I see Antifa as a war on peaceful assembly,0
@user She is a piece of garbage! I can't believe the hatred those bitches on the View have for Trump! And ABC let's them spew this garbage on a daily basis. Disgusting! Boycott the View! Boycott ABC too! I have & damn proud of it!,1
The Trump Alert System in action. #Trump2020 #TRUMP2020 #MAGA,0
Exactly what the #LeftistLibTards wanted to happen. Try are a #Corrupt and #Miserable Party.,0
@user Personally I prefer my anti-fascism in the form of a non-Newtonian fluid. Oobleck antifa!,0
@user Gutiérrez you are a joke dress as an full,0
@user THE DEVIL MADE ME DO IT!!!!! THE UGLY FACE OF LIBERALS! I FEEL SORRY FOR THE INNOCENT HONEST ONES THAT ARE JUST BRAINWASHED!,1
@user No doubt progressive Nazi Antifa Liberal Democrats do.,0
Kavanaugh accuser Christine Ford opens door to testifying next week Looking forward to the book  #MAGA #DrainTheSwamp #TermLimits #DitchMitch #PeelPelosi ⁦@USER,0
@user This is dumb. An European government is allowed to make a decision that affects the entire planet. Also how would they even enforce this? Are they going to bug every computer in the world?,1
@user @user @user @user @user So conservatives NEVER get abortions? Were you alive when abortions were illegal? I hear it was a pretty awesome time in history.,0
@user @user Why do liberals shout and hang their mouths open? Slack jaws.,0
@user @user @user @user That makes zero sense as you are conflating biogenic with non biogenic emission sources.,0
@user Ask @user she is there now!,0
@user I'll be looking for you on here election night...make sure you are on Twitter.,0
@user What are you afraid of liberals. You screamed for transparency!Now that POTUS is doing just that you are screaming to keep it secret.The truth is there. You don’t want it seen.Liberals are hypocrites & the alphabet agencies have some bad apples involved in a soft coup. Tick Tock,1
@user @user Silly Joe! I’m a MAGA Of Society 💯🇺🇸❤️🇺🇸❤️🇺🇸... Feel That👊👊,0
@user @user The Gibraltar people will be hostages in the remaining #Brexit negotiations. Do @user or the @user care? Not a fig!,0
@user @user Pushed to my limits.,1
@user It's the ANTIFA gang!,0
@user @user @user @user @user Typical violent antifa... @user hooligans are stalking California causing mayhem.,0
@user @user @user @user @user @user @user @user @user The feeling is mutual sunshine!! You are probably #Antifa,0
"@user @user @user Name them. Who are these conservatives"""" who are driving this dump truck of yours, and when they were passionate about deficits. Name them. Who are they?""""",0
@user And how much is he being paid for this behavior?,0
@user @user Liberals don’t give a sh!t. They have no souls.,1
@user @user @user The Democrats are so desperate all those ppl threatening Sen Collins are from CA. They will do anything to delay or halt confirmation and @user re-election is on the line she is desperate. The ppl & GOP are quite aware of what is going on.,1
@user Hogg doesn't  have a clue about life .,0
